,object,animal,datetime
1513,rfid,lemon,2025-04-04 14:58:52.873
1514,rfid,lemon,2025-04-04 14:58:52.992
1515,rfid,lemon,2025-04-04 14:58:53.108
1516,rfid,lemon,2025-04-04 14:58:53.236
1517,rfid,lemon,2025-04-04 14:58:53.357
1518,rfid,lemon,2025-04-04 14:58:53.483
1519,rfid,lemon,2025-04-04 14:58:53.604
1520,rfid,lemon,2025-04-04 14:58:53.722
1521,rfid,lemon,2025-04-04 14:58:53.842
1522,rfid,lemon,2025-04-04 14:58:53.959
1523,rfid,lemon,2025-04-04 14:58:54.077
1524,rfid,lemon,2025-04-04 14:58:54.197
1525,rfid,lemon,2025-04-04 14:58:54.313
1526,rfid,lemon,2025-04-04 14:58:54.431
1527,rfid,lemon,2025-04-04 14:58:54.549
1528,rfid,lemon,2025-04-04 14:58:54.672
1529,rfid,lemon,2025-04-04 14:58:54.792
1530,rfid,lemon,2025-04-04 14:58:54.909
1531,rfid,lemon,2025-04-04 14:58:55.027
1532,rfid,lemon,2025-04-04 14:58:55.144
1533,rfid,lemon,2025-04-04 14:58:55.261
1534,rfid,lemon,2025-04-04 14:58:55.386
1535,rfid,lemon,2025-04-04 14:58:55.504
1536,rfid,lemon,2025-04-04 14:58:55.619
1537,rfid,lemon,2025-04-04 14:58:55.736
1538,rfid,lemon,2025-04-04 14:58:55.852
1539,rfid,lemon,2025-04-04 14:58:55.975
1540,outerIR,-,2025-04-04 14:58:59.476
1541,rfid,lemon,2025-04-04 14:59:00.001
1542,rfid,lemon,2025-04-04 14:59:00.123
1543,rfid,lemon,2025-04-04 14:59:00.345
1544,innerIR,-,2025-04-04 14:59:00.401
1545,rfid,lemon,2025-04-04 14:59:00.463
1546,rfid,lemon,2025-04-04 14:59:00.582
1547,rfid,lemon,2025-04-04 14:59:00.705
1548,rfid,lemon,2025-04-04 14:59:00.824
1549,rfid,lemon,2025-04-04 14:59:01.042
1550,rfid,lemon,2025-04-04 14:59:01.166
1551,rfid,lemon,2025-04-04 14:59:01.287
1552,rfid,lemon,2025-04-04 14:59:01.409
1553,rfid,lemon,2025-04-04 14:59:01.528
1554,rfid,lemon,2025-04-04 14:59:01.743
1555,rfid,lemon,2025-04-04 14:59:01.861
1556,rfid,lemon,2025-04-04 14:59:01.978
1557,rfid,lemon,2025-04-04 14:59:02.096
1558,rfid,lemon,2025-04-04 14:59:02.211
1559,rfid,lemon,2025-04-04 14:59:02.326
1560,rfid,lemon,2025-04-04 14:59:02.548
1561,rfid,lemon,2025-04-04 14:59:02.763
1562,rfid,lemon,2025-04-04 14:59:02.891
1563,rfid,lemon,2025-04-04 14:59:10.029
1564,rfid,lemon,2025-04-04 14:59:13.658
1565,rfid,lemon,2025-04-04 14:59:14.283
1566,rfid,lemon,2025-04-04 14:59:16.004
1567,rfid,lemon,2025-04-04 14:59:16.221
1568,rfid,lemon,2025-04-04 14:59:16.340
1569,rfid,lemon,2025-04-04 14:59:16.459
1570,rfid,lemon,2025-04-04 14:59:16.682
1571,outerIR,-,2025-04-04 14:59:40.394
1572,innerIR,-,2025-04-04 14:59:41.019
1573,rfid,lemon,2025-04-04 14:59:41.141
1574,innerIR,-,2025-04-04 15:00:10.392
1575,outerIR,-,2025-04-04 15:00:11.016
1576,rfid,lemon,2025-04-04 15:00:11.210
1577,rfid,lemon,2025-04-04 15:00:11.332
1578,rfid,lemon,2025-04-04 15:00:11.461
1579,innerIR,-,2025-04-04 15:00:12.442
1580,innerIR,-,2025-04-04 15:00:16.264
1581,outerIR,-,2025-04-04 15:00:16.590
1582,rfid,wolverine,2025-04-04 15:00:16.689
1583,rfid,wolverine,2025-04-04 15:00:16.909
1584,innerIR,-,2025-04-04 15:00:24.524
1585,rfid,wolverine,2025-04-04 15:00:25.243
1586,rfid,wolverine,2025-04-04 15:00:25.367
1587,rfid,wolverine,2025-04-04 15:00:25.691
1588,rfid,wolverine,2025-04-04 15:00:25.810
1589,rfid,wolverine,2025-04-04 15:00:25.929
1590,rfid,wolverine,2025-04-04 15:00:26.352
1591,rfid,wolverine,2025-04-04 15:00:26.470
1592,rfid,wolverine,2025-04-04 15:00:26.590
1593,innerIR,-,2025-04-04 15:00:27.457
1594,innerIR,-,2025-04-04 15:00:34.086
1595,outerIR,-,2025-04-04 15:00:48.840
1596,innerIR,-,2025-04-04 15:00:48.963
1597,outerIR,-,2025-04-04 15:00:54.390
1598,innerIR,-,2025-04-04 15:01:00.628
1599,outerIR,-,2025-04-04 15:01:01.451
1600,outerIR,-,2025-04-04 15:01:03.172
1601,outerIR,-,2025-04-04 15:01:03.503
1602,outerIR,-,2025-04-04 15:01:07.528
1603,innerIR,-,2025-04-04 15:01:07.952
1604,innerIR,-,2025-04-04 15:01:11.576
1605,innerIR,-,2025-04-04 15:01:15.005
1606,outerIR,-,2025-04-04 15:01:15.430
1607,outerIR,-,2025-04-04 15:01:21.460
1608,outerIR,-,2025-04-04 15:01:22.684
1609,outerIR,-,2025-04-04 15:01:26.147
1610,outerIR,-,2025-04-04 15:01:26.873
1611,outerIR,-,2025-04-04 15:01:31.701
1612,outerIR,-,2025-04-04 15:01:36.353
1613,outerIR,-,2025-04-04 15:01:37.077
1614,outerIR,-,2025-04-04 15:01:37.897
1615,outerIR,-,2025-04-04 15:01:40.316
1616,innerIR,-,2025-04-04 15:01:41.241
1617,outerIR,-,2025-04-04 15:01:42.469
1618,innerIR,-,2025-04-04 15:01:43.486
1619,outerIR,-,2025-04-04 15:01:45.006
1620,rfid,wolverine,2025-04-04 15:01:45.234
1621,rfid,wolverine,2025-04-04 15:01:45.363
1622,rfid,wolverine,2025-04-04 15:01:45.783
1623,rfid,wolverine,2025-04-04 15:01:45.902
1624,rfid,wolverine,2025-04-04 15:01:46.030
1625,outerIR,-,2025-04-04 15:02:05.561
1626,innerIR,-,2025-04-04 15:02:05.790
1627,rfid,wolverine,2025-04-04 15:02:05.979
1628,outerIR,-,2025-04-04 15:02:06.809
1629,innerIR,-,2025-04-04 15:02:06.923
1630,outerIR,-,2025-04-04 15:02:07.238
1631,innerIR,-,2025-04-04 15:02:07.557
1632,innerIR,-,2025-04-04 15:02:32.328
1633,outerIR,-,2025-04-04 15:02:32.853
1634,outerIR,-,2025-04-04 15:02:36.584
1635,innerIR,-,2025-04-04 15:02:39.217
1636,innerIR,-,2025-04-04 15:02:42.445
1637,innerIR,-,2025-04-04 15:02:44.473
1638,innerIR,-,2025-04-04 15:02:49.798
1639,innerIR,-,2025-04-04 15:02:52.527
1640,innerIR,-,2025-04-04 15:02:55.355
1641,outerIR,-,2025-04-04 15:02:57.177
1642,outerIR,-,2025-04-04 15:03:05.009
1643,innerIR,-,2025-04-04 15:03:05.139
1644,outerIR,-,2025-04-04 15:03:12.269
1645,rfid,lemon,2025-04-04 15:03:12.802
1646,innerIR,-,2025-04-04 15:03:13.096
1647,rfid,lemon,2025-04-04 15:03:13.331
1648,rfid,lemon,2025-04-04 15:03:13.451
1649,rfid,lemon,2025-04-04 15:03:13.588
1650,innerIR,-,2025-04-04 15:03:13.619
1651,rfid,lemon,2025-04-04 15:03:13.717
1652,rfid,lemon,2025-04-04 15:03:13.852
1653,rfid,lemon,2025-04-04 15:03:14.070
1654,rfid,lemon,2025-04-04 15:03:14.193
1655,rfid,lemon,2025-04-04 15:03:14.309
1656,rfid,lemon,2025-04-04 15:03:14.428
1657,rfid,lemon,2025-04-04 15:03:14.550
1658,rfid,lemon,2025-04-04 15:03:14.667
1659,rfid,lemon,2025-04-04 15:03:14.783
1660,rfid,lemon,2025-04-04 15:03:14.902
1661,rfid,lemon,2025-04-04 15:03:15.019
1662,rfid,lemon,2025-04-04 15:03:15.142
1663,rfid,lemon,2025-04-04 15:03:15.257
1664,rfid,lemon,2025-04-04 15:03:15.378
1665,rfid,lemon,2025-04-04 15:03:15.494
1666,rfid,lemon,2025-04-04 15:03:15.611
1667,rfid,lemon,2025-04-04 15:03:15.730
1668,rfid,lemon,2025-04-04 15:03:15.946
1669,rfid,lemon,2025-04-04 15:03:16.262
1670,rfid,lemon,2025-04-04 15:03:16.379
1671,rfid,lemon,2025-04-04 15:03:16.503
1672,rfid,lemon,2025-04-04 15:03:16.621
1673,rfid,lemon,2025-04-04 15:03:17.043
1674,rfid,lemon,2025-04-04 15:03:17.265
1675,rfid,lemon,2025-04-04 15:03:17.387
1676,rfid,lemon,2025-04-04 15:03:17.504
1677,rfid,lemon,2025-04-04 15:03:17.622
1678,rfid,lemon,2025-04-04 15:03:17.739
1679,rfid,lemon,2025-04-04 15:03:17.855
1680,rfid,lemon,2025-04-04 15:03:17.980
1681,rfid,lemon,2025-04-04 15:03:18.201
1682,rfid,lemon,2025-04-04 15:03:18.320
1683,rfid,lemon,2025-04-04 15:03:18.539
1684,rfid,lemon,2025-04-04 15:03:18.664
1685,rfid,lemon,2025-04-04 15:03:18.784
1686,rfid,lemon,2025-04-04 15:03:18.903
1687,rfid,lemon,2025-04-04 15:03:19.026
1688,rfid,lemon,2025-04-04 15:03:19.148
1689,rfid,lemon,2025-04-04 15:03:19.272
1690,rfid,lemon,2025-04-04 15:03:19.488
1691,rfid,lemon,2025-04-04 15:03:19.607
1692,rfid,lemon,2025-04-04 15:03:19.727
1693,rfid,lemon,2025-04-04 15:03:19.845
1694,rfid,lemon,2025-04-04 15:03:19.959
1695,rfid,lemon,2025-04-04 15:03:20.085
1696,rfid,lemon,2025-04-04 15:03:20.205
1697,rfid,lemon,2025-04-04 15:03:20.424
1698,rfid,lemon,2025-04-04 15:03:20.542
1699,rfid,lemon,2025-04-04 15:03:20.660
1700,rfid,lemon,2025-04-04 15:03:20.782
1701,rfid,lemon,2025-04-04 15:03:20.903
1702,rfid,lemon,2025-04-04 15:03:21.020
1703,rfid,lemon,2025-04-04 15:03:21.140
1704,rfid,lemon,2025-04-04 15:03:21.258
1705,rfid,lemon,2025-04-04 15:03:21.376
1706,rfid,lemon,2025-04-04 15:03:21.500
1707,rfid,lemon,2025-04-04 15:03:21.720
1708,rfid,lemon,2025-04-04 15:03:21.838
1709,rfid,lemon,2025-04-04 15:03:21.954
1710,rfid,lemon,2025-04-04 15:03:22.074
1711,rfid,lemon,2025-04-04 15:03:22.190
1712,rfid,lemon,2025-04-04 15:03:22.307
1713,rfid,lemon,2025-04-04 15:03:22.428
1714,rfid,lemon,2025-04-04 15:03:22.550
1715,rfid,lemon,2025-04-04 15:03:22.667
1716,rfid,lemon,2025-04-04 15:03:22.786
1717,rfid,lemon,2025-04-04 15:03:22.904
1718,rfid,lemon,2025-04-04 15:03:23.023
1719,rfid,lemon,2025-04-04 15:03:23.138
1720,rfid,lemon,2025-04-04 15:03:23.261
1721,rfid,lemon,2025-04-04 15:03:23.579
1722,rfid,lemon,2025-04-04 15:03:23.795
1723,rfid,lemon,2025-04-04 15:03:23.924
1724,rfid,lemon,2025-04-04 15:03:24.040
1725,rfid,lemon,2025-04-04 15:03:24.159
1726,rfid,lemon,2025-04-04 15:03:24.277
1727,rfid,lemon,2025-04-04 15:03:24.398
1728,rfid,lemon,2025-04-04 15:03:24.514
1729,rfid,lemon,2025-04-04 15:03:24.638
1730,rfid,lemon,2025-04-04 15:03:24.755
1731,rfid,lemon,2025-04-04 15:03:24.874
1732,rfid,lemon,2025-04-04 15:03:25.000
1733,rfid,lemon,2025-04-04 15:03:25.117
1734,rfid,lemon,2025-04-04 15:03:25.235
1735,rfid,lemon,2025-04-04 15:03:25.757
1736,rfid,lemon,2025-04-04 15:03:25.877
1737,rfid,lemon,2025-04-04 15:03:25.997
1738,rfid,lemon,2025-04-04 15:03:26.419
1739,rfid,lemon,2025-04-04 15:03:26.539
1740,rfid,lemon,2025-04-04 15:03:26.760
1741,rfid,lemon,2025-04-04 15:03:26.879
1742,rfid,lemon,2025-04-04 15:03:27.000
1743,innerIR,-,2025-04-04 15:03:42.708
1744,outerIR,-,2025-04-04 15:03:44.845
1745,outerIR,-,2025-04-04 15:03:45.173
1746,innerIR,-,2025-04-04 15:03:45.691
1747,outerIR,-,2025-04-04 15:03:46.342
1748,outerIR,-,2025-04-04 15:03:50.665
1749,outerIR,-,2025-04-04 15:03:52.298
1750,outerIR,-,2025-04-04 15:03:53.314
1751,outerIR,-,2025-04-04 15:03:53.632
1752,outerIR,-,2025-04-04 15:03:57.355
1753,outerIR,-,2025-04-04 15:03:57.782
1754,innerIR,-,2025-04-04 15:03:58.700
1755,outerIR,-,2025-04-04 15:04:00.824
1756,outerIR,-,2025-04-04 15:04:02.150
1757,outerIR,-,2025-04-04 15:04:03.974
1758,outerIR,-,2025-04-04 15:04:04.189
1759,outerIR,-,2025-04-04 15:04:04.607
1760,innerIR,-,2025-04-04 15:04:08.036
1761,innerIR,-,2025-04-04 15:04:12.269
1762,innerIR,-,2025-04-04 15:04:34.431
1763,outerIR,-,2025-04-04 15:04:35.364
1764,innerIR,-,2025-04-04 15:04:40.096
1765,innerIR,-,2025-04-04 15:04:40.723
1766,innerIR,-,2025-04-04 15:04:42.343
1767,innerIR,-,2025-04-04 15:04:47.670
1768,innerIR,-,2025-04-04 15:04:53.557
1769,outerIR,-,2025-04-04 15:04:56.792
1770,rfid,lemon,2025-04-04 15:04:57.855
1771,innerIR,-,2025-04-04 15:04:58.225
1772,rfid,lemon,2025-04-04 15:04:58.275
1773,rfid,lemon,2025-04-04 15:04:58.503
1774,rfid,lemon,2025-04-04 15:04:58.621
1775,innerIR,-,2025-04-04 15:04:59.848
1776,outerIR,-,2025-04-04 15:05:03.073
1777,innerIR,-,2025-04-04 15:05:03.706
1778,rfid,lemon,2025-04-04 15:05:03.751
1779,rfid,lemon,2025-04-04 15:05:03.876
1780,rfid,lemon,2025-04-04 15:05:03.998
1781,rfid,lemon,2025-04-04 15:05:04.123
1782,rfid,lemon,2025-04-04 15:05:04.238
1783,rfid,lemon,2025-04-04 15:05:04.464
1784,rfid,lemon,2025-04-04 15:05:04.584
1785,rfid,lemon,2025-04-04 15:05:04.702
1786,rfid,lemon,2025-04-04 15:05:04.848
1787,rfid,lemon,2025-04-04 15:05:04.966
1788,rfid,lemon,2025-04-04 15:05:09.088
1789,rfid,lemon,2025-04-04 15:05:09.319
1790,rfid,lemon,2025-04-04 15:05:09.441
1791,rfid,lemon,2025-04-04 15:05:09.566
1792,rfid,lemon,2025-04-04 15:05:09.691
1793,rfid,lemon,2025-04-04 15:05:09.812
1794,rfid,lemon,2025-04-04 15:05:09.931
1795,rfid,lemon,2025-04-04 15:05:10.055
1796,rfid,lemon,2025-04-04 15:05:10.178
1797,rfid,lemon,2025-04-04 15:05:10.294
1798,rfid,lemon,2025-04-04 15:05:10.414
1799,rfid,lemon,2025-04-04 15:05:10.530
1800,innerIR,-,2025-04-04 15:05:14.772
1801,outerIR,-,2025-04-04 15:05:15.396
1802,innerIR,-,2025-04-04 15:05:49.981
1803,outerIR,-,2025-04-04 15:05:50.208
1804,rfid,wolverine,2025-04-04 15:05:50.407
1805,innerIR,-,2025-04-04 15:05:51.129
1806,outerIR,-,2025-04-04 15:06:39.836
1807,innerIR,-,2025-04-04 15:06:40.464
1808,rfid,wolverine,2025-04-04 15:06:40.509
1809,rfid,wolverine,2025-04-04 15:06:40.934
1810,rfid,wolverine,2025-04-04 15:06:41.054
1811,rfid,wolverine,2025-04-04 15:06:41.175
1812,rfid,wolverine,2025-04-04 15:06:41.308
1813,outerIR,-,2025-04-04 15:06:42.287
1814,outerIR,-,2025-04-04 15:06:42.602
1815,innerIR,-,2025-04-04 15:06:50.531
1816,outerIR,-,2025-04-04 15:06:50.752
1817,rfid,wolverine,2025-04-04 15:06:50.844
1818,innerIR,-,2025-04-04 15:07:06.806
1819,rfid,wolverine,2025-04-04 15:07:07.587
1820,rfid,wolverine,2025-04-04 15:07:07.706
1821,rfid,wolverine,2025-04-04 15:07:07.836
1822,rfid,wolverine,2025-04-04 15:07:07.957
1823,rfid,wolverine,2025-04-04 15:07:08.074
1824,rfid,wolverine,2025-04-04 15:07:08.294
1825,rfid,wolverine,2025-04-04 15:07:08.615
1826,rfid,wolverine,2025-04-04 15:07:08.839
1827,rfid,wolverine,2025-04-04 15:07:09.062
1828,rfid,wolverine,2025-04-04 15:07:09.879
1829,rfid,wolverine,2025-04-04 15:07:09.998
1830,rfid,wolverine,2025-04-04 15:07:10.124
1831,rfid,wolverine,2025-04-04 15:07:10.240
1832,rfid,wolverine,2025-04-04 15:07:10.858
1833,rfid,wolverine,2025-04-04 15:07:10.976
1834,rfid,wolverine,2025-04-04 15:07:11.201
1835,rfid,wolverine,2025-04-04 15:07:11.521
1836,rfid,wolverine,2025-04-04 15:07:11.638
1837,rfid,wolverine,2025-04-04 15:07:11.760
1838,rfid,wolverine,2025-04-04 15:07:12.188
1839,rfid,wolverine,2025-04-04 15:07:12.509
1840,rfid,wolverine,2025-04-04 15:07:12.630
1841,rfid,wolverine,2025-04-04 15:07:13.149
1842,rfid,wolverine,2025-04-04 15:07:13.773
1843,rfid,wolverine,2025-04-04 15:07:13.991
1844,rfid,wolverine,2025-04-04 15:07:14.217
1845,rfid,wolverine,2025-04-04 15:07:14.434
1846,rfid,wolverine,2025-04-04 15:07:14.554
1847,rfid,wolverine,2025-04-04 15:07:14.878
1848,rfid,wolverine,2025-04-04 15:07:15.199
1849,rfid,wolverine,2025-04-04 15:07:16.224
1850,rfid,wolverine,2025-04-04 15:07:17.141
1851,rfid,wolverine,2025-04-04 15:07:18.260
1852,innerIR,-,2025-04-04 15:07:21.765
1853,outerIR,-,2025-04-04 15:07:58.761
1854,innerIR,-,2025-04-04 15:08:00.185
1855,innerIR,-,2025-04-04 15:08:02.004
1856,innerIR,-,2025-04-04 15:08:02.318
1857,innerIR,-,2025-04-04 15:08:02.736
1858,innerIR,-,2025-04-04 15:08:04.058
1859,innerIR,-,2025-04-04 15:08:05.875
1860,outerIR,-,2025-04-04 15:08:06.193
1861,outerIR,-,2025-04-04 15:08:06.811
1862,outerIR,-,2025-04-04 15:08:09.133
1863,innerIR,-,2025-04-04 15:08:09.554
1864,innerIR,-,2025-04-04 15:08:12.181
1865,innerIR,-,2025-04-04 15:08:12.398
1866,rfid,lemon,2025-04-04 15:08:12.561
1867,rfid,lemon,2025-04-04 15:08:12.880
1868,rfid,lemon,2025-04-04 15:08:13.101
1869,rfid,lemon,2025-04-04 15:08:13.220
1870,rfid,lemon,2025-04-04 15:08:13.334
1871,rfid,lemon,2025-04-04 15:08:13.458
1872,rfid,lemon,2025-04-04 15:08:13.577
1873,rfid,lemon,2025-04-04 15:08:13.998
1874,rfid,lemon,2025-04-04 15:08:14.114
1875,rfid,lemon,2025-04-04 15:08:14.335
1876,rfid,lemon,2025-04-04 15:08:14.452
1877,rfid,lemon,2025-04-04 15:08:14.567
1878,rfid,lemon,2025-04-04 15:08:14.683
1879,rfid,lemon,2025-04-04 15:08:14.901
1880,rfid,lemon,2025-04-04 15:08:15.020
1881,rfid,lemon,2025-04-04 15:08:15.143
1882,rfid,lemon,2025-04-04 15:08:15.263
1883,rfid,lemon,2025-04-04 15:08:15.379
1884,rfid,lemon,2025-04-04 15:08:15.498
1885,rfid,lemon,2025-04-04 15:08:15.619
1886,rfid,lemon,2025-04-04 15:08:15.733
1887,rfid,lemon,2025-04-04 15:08:15.848
1888,rfid,lemon,2025-04-04 15:08:15.970
1889,rfid,lemon,2025-04-04 15:08:16.085
1890,rfid,lemon,2025-04-04 15:08:16.200
1891,rfid,lemon,2025-04-04 15:08:16.316
1892,rfid,lemon,2025-04-04 15:08:16.437
1893,rfid,lemon,2025-04-04 15:08:16.552
1894,rfid,lemon,2025-04-04 15:08:16.667
1895,rfid,lemon,2025-04-04 15:08:16.785
1896,rfid,lemon,2025-04-04 15:08:17.301
1897,rfid,lemon,2025-04-04 15:08:17.718
1898,rfid,lemon,2025-04-04 15:08:17.833
1899,rfid,lemon,2025-04-04 15:08:17.949
1900,rfid,lemon,2025-04-04 15:08:18.171
1901,rfid,lemon,2025-04-04 15:08:18.591
1902,rfid,lemon,2025-04-04 15:08:18.709
1903,rfid,lemon,2025-04-04 15:08:18.856
1904,rfid,lemon,2025-04-04 15:08:19.077
1905,rfid,lemon,2025-04-04 15:08:19.197
1906,rfid,lemon,2025-04-04 15:08:19.322
1907,rfid,lemon,2025-04-04 15:08:19.438
1908,rfid,lemon,2025-04-04 15:08:19.662
1909,rfid,lemon,2025-04-04 15:08:19.781
1910,rfid,lemon,2025-04-04 15:08:19.994
1911,rfid,lemon,2025-04-04 15:08:20.111
1912,rfid,lemon,2025-04-04 15:08:20.233
1913,rfid,lemon,2025-04-04 15:08:20.353
1914,rfid,lemon,2025-04-04 15:08:20.470
1915,rfid,lemon,2025-04-04 15:08:20.584
1916,rfid,lemon,2025-04-04 15:08:20.701
1917,rfid,lemon,2025-04-04 15:08:20.815
1918,rfid,lemon,2025-04-04 15:08:20.941
1919,rfid,lemon,2025-04-04 15:08:21.059
1920,rfid,lemon,2025-04-04 15:08:21.175
1921,rfid,lemon,2025-04-04 15:08:21.293
1922,rfid,lemon,2025-04-04 15:08:21.508
1923,rfid,lemon,2025-04-04 15:08:21.624
1924,rfid,lemon,2025-04-04 15:08:21.840
1925,rfid,lemon,2025-04-04 15:08:21.962
1926,rfid,lemon,2025-04-04 15:08:22.083
1927,rfid,lemon,2025-04-04 15:08:22.201
1928,rfid,lemon,2025-04-04 15:08:22.320
1929,rfid,lemon,2025-04-04 15:08:22.444
1930,rfid,lemon,2025-04-04 15:08:22.562
1931,rfid,lemon,2025-04-04 15:08:22.682
1932,rfid,lemon,2025-04-04 15:08:22.798
1933,rfid,lemon,2025-04-04 15:08:22.915
1934,rfid,lemon,2025-04-04 15:08:23.035
1935,rfid,lemon,2025-04-04 15:08:23.151
1936,rfid,lemon,2025-04-04 15:08:23.267
1937,rfid,lemon,2025-04-04 15:08:23.587
1938,rfid,lemon,2025-04-04 15:08:23.710
1939,rfid,lemon,2025-04-04 15:08:23.827
1940,rfid,lemon,2025-04-04 15:08:24.147
1941,rfid,lemon,2025-04-04 15:08:24.266
1942,rfid,lemon,2025-04-04 15:08:24.385
1943,rfid,lemon,2025-04-04 15:08:24.602
1944,rfid,lemon,2025-04-04 15:08:24.724
1945,rfid,lemon,2025-04-04 15:08:24.842
1946,rfid,lemon,2025-04-04 15:08:24.959
1947,rfid,lemon,2025-04-04 15:08:25.078
1948,rfid,lemon,2025-04-04 15:08:25.196
1949,rfid,lemon,2025-04-04 15:08:25.314
1950,rfid,lemon,2025-04-04 15:08:25.430
1951,rfid,lemon,2025-04-04 15:08:25.551
1952,rfid,lemon,2025-04-04 15:08:25.669
1953,rfid,lemon,2025-04-04 15:08:25.886
1954,rfid,lemon,2025-04-04 15:08:26.005
1955,rfid,lemon,2025-04-04 15:08:26.121
1956,rfid,lemon,2025-04-04 15:08:26.237
1957,rfid,lemon,2025-04-04 15:08:26.356
1958,rfid,lemon,2025-04-04 15:08:26.479
1959,rfid,lemon,2025-04-04 15:08:26.597
1960,rfid,lemon,2025-04-04 15:08:26.715
1961,rfid,lemon,2025-04-04 15:08:26.831
1962,rfid,lemon,2025-04-04 15:08:26.950
1963,rfid,lemon,2025-04-04 15:08:27.067
1964,rfid,lemon,2025-04-04 15:08:27.188
1965,innerIR,-,2025-04-04 15:08:27.254
1966,rfid,lemon,2025-04-04 15:08:27.304
1967,rfid,lemon,2025-04-04 15:08:27.421
1968,rfid,lemon,2025-04-04 15:08:27.541
1969,rfid,lemon,2025-04-04 15:08:27.658
1970,rfid,lemon,2025-04-04 15:08:27.774
1971,rfid,lemon,2025-04-04 15:08:27.892
1972,rfid,lemon,2025-04-04 15:08:28.010
1973,rfid,lemon,2025-04-04 15:08:28.126
1974,rfid,lemon,2025-04-04 15:08:28.242
1975,rfid,lemon,2025-04-04 15:08:28.363
1976,rfid,lemon,2025-04-04 15:08:28.479
1977,rfid,lemon,2025-04-04 15:08:28.595
1978,outerIR,-,2025-04-04 15:08:31.180
1979,outerIR,-,2025-04-04 15:08:31.498
1980,innerIR,-,2025-04-04 15:08:35.522
1981,innerIR,-,2025-04-04 15:08:38.144
1982,innerIR,-,2025-04-04 15:08:43.471
1983,innerIR,-,2025-04-04 15:08:56.918
1984,innerIR,-,2025-04-04 15:08:57.341
1985,innerIR,-,2025-04-04 15:08:58.360
1986,innerIR,-,2025-04-04 15:08:59.376
1987,outerIR,-,2025-04-04 15:09:00.295
1988,outerIR,-,2025-04-04 15:09:00.815
1989,outerIR,-,2025-04-04 15:09:02.131
1990,innerIR,-,2025-04-04 15:09:04.349
1991,innerIR,-,2025-04-04 15:09:07.275
1992,innerIR,-,2025-04-04 15:09:07.701
1993,innerIR,-,2025-04-04 15:09:09.159
1994,innerIR,-,2025-04-04 15:09:11.379
1995,outerIR,-,2025-04-04 15:09:12.298
1996,innerIR,-,2025-04-04 15:09:15.239
1997,rfid,lemon,2025-04-04 15:09:15.489
1998,rfid,lemon,2025-04-04 15:09:15.607
1999,rfid,lemon,2025-04-04 15:09:15.730
2000,rfid,lemon,2025-04-04 15:09:15.854
2001,rfid,lemon,2025-04-04 15:09:15.979
2002,rfid,lemon,2025-04-04 15:09:16.096
2003,rfid,lemon,2025-04-04 15:09:16.213
2004,rfid,lemon,2025-04-04 15:09:16.334
2005,rfid,lemon,2025-04-04 15:09:16.452
2006,rfid,lemon,2025-04-04 15:09:16.569
2007,rfid,lemon,2025-04-04 15:09:16.688
2008,rfid,lemon,2025-04-04 15:09:16.808
2009,rfid,lemon,2025-04-04 15:09:16.923
2010,rfid,lemon,2025-04-04 15:09:17.040
2011,rfid,lemon,2025-04-04 15:09:17.165
2012,rfid,lemon,2025-04-04 15:09:17.281
2013,rfid,lemon,2025-04-04 15:09:17.397
2014,rfid,lemon,2025-04-04 15:09:17.517
2015,rfid,lemon,2025-04-04 15:09:17.635
2016,rfid,lemon,2025-04-04 15:09:17.750
2017,rfid,lemon,2025-04-04 15:09:17.868
2018,rfid,lemon,2025-04-04 15:09:18.084
2019,rfid,lemon,2025-04-04 15:09:18.199
2020,rfid,lemon,2025-04-04 15:09:18.516
2021,rfid,lemon,2025-04-04 15:09:18.635
2022,rfid,lemon,2025-04-04 15:09:18.751
2023,rfid,lemon,2025-04-04 15:09:18.983
2024,rfid,lemon,2025-04-04 15:09:19.102
2025,rfid,lemon,2025-04-04 15:09:19.220
2026,rfid,lemon,2025-04-04 15:09:19.335
2027,rfid,lemon,2025-04-04 15:09:19.457
2028,rfid,lemon,2025-04-04 15:09:19.576
2029,rfid,lemon,2025-04-04 15:09:19.692
2030,rfid,lemon,2025-04-04 15:09:19.910
2031,rfid,lemon,2025-04-04 15:09:20.030
2032,rfid,lemon,2025-04-04 15:09:20.148
2033,rfid,lemon,2025-04-04 15:09:20.265
2034,rfid,lemon,2025-04-04 15:09:20.391
2035,rfid,lemon,2025-04-04 15:09:20.508
2036,rfid,lemon,2025-04-04 15:09:20.628
2037,rfid,lemon,2025-04-04 15:09:20.748
2038,rfid,lemon,2025-04-04 15:09:20.864
2039,rfid,lemon,2025-04-04 15:09:20.982
2040,rfid,lemon,2025-04-04 15:09:21.200
2041,rfid,lemon,2025-04-04 15:09:21.316
2042,rfid,lemon,2025-04-04 15:09:21.432
2043,rfid,lemon,2025-04-04 15:09:21.551
2044,rfid,lemon,2025-04-04 15:09:21.676
2045,rfid,lemon,2025-04-04 15:09:21.793
2046,rfid,lemon,2025-04-04 15:09:22.121
2047,rfid,lemon,2025-04-04 15:09:22.239
2048,rfid,lemon,2025-04-04 15:09:22.355
2049,rfid,lemon,2025-04-04 15:09:22.477
2050,rfid,lemon,2025-04-04 15:09:22.596
2051,rfid,lemon,2025-04-04 15:09:22.713
2052,rfid,lemon,2025-04-04 15:09:22.830
2053,rfid,lemon,2025-04-04 15:09:22.948
