,object,animal,datetime
5653,rfid,lemon,2025-04-05 14:51:04.620
5654,rfid,lemon,2025-04-05 14:51:04.745
5655,rfid,lemon,2025-04-05 14:51:04.860
5656,rfid,lemon,2025-04-05 14:51:04.978
5657,rfid,lemon,2025-04-05 14:51:05.099
5658,rfid,lemon,2025-04-05 14:51:05.217
5659,rfid,lemon,2025-04-05 14:51:05.331
5660,rfid,lemon,2025-04-05 14:51:05.449
5661,rfid,lemon,2025-04-05 14:51:05.568
5662,rfid,lemon,2025-04-05 14:51:05.781
5663,rfid,lemon,2025-04-05 14:51:05.896
5664,rfid,lemon,2025-04-05 14:51:06.019
5665,rfid,lemon,2025-04-05 14:51:06.339
5666,rfid,lemon,2025-04-05 14:51:06.457
5667,rfid,lemon,2025-04-05 14:51:06.575
5668,rfid,lemon,2025-04-05 14:51:06.693
5669,rfid,lemon,2025-04-05 14:51:06.809
5670,rfid,lemon,2025-04-05 14:51:06.924
5671,rfid,lemon,2025-04-05 14:51:07.046
5672,rfid,lemon,2025-04-05 14:51:07.168
5673,rfid,lemon,2025-04-05 14:51:07.291
5674,rfid,lemon,2025-04-05 14:51:07.508
5675,rfid,lemon,2025-04-05 14:51:07.824
5676,rfid,lemon,2025-04-05 14:51:07.941
5677,rfid,lemon,2025-04-05 14:51:08.061
5678,rfid,lemon,2025-04-05 14:51:08.276
5679,rfid,lemon,2025-04-05 14:51:08.393
5680,rfid,lemon,2025-04-05 14:51:08.509
5681,rfid,lemon,2025-04-05 14:51:08.637
5682,rfid,lemon,2025-04-05 14:51:08.852
5683,rfid,lemon,2025-04-05 14:51:08.972
5684,rfid,lemon,2025-04-05 14:51:09.096
5685,rfid,lemon,2025-04-05 14:51:09.217
5686,rfid,lemon,2025-04-05 14:51:09.341
5687,rfid,lemon,2025-04-05 14:51:09.458
5688,rfid,lemon,2025-04-05 14:51:09.774
5689,rfid,lemon,2025-04-05 14:51:09.891
5690,rfid,lemon,2025-04-05 14:51:10.217
5691,rfid,lemon,2025-04-05 14:51:10.334
5692,rfid,lemon,2025-04-05 14:51:10.552
5693,rfid,lemon,2025-04-05 14:51:10.674
5694,rfid,lemon,2025-04-05 14:51:10.792
5695,rfid,lemon,2025-04-05 14:51:11.013
5696,rfid,lemon,2025-04-05 14:51:11.132
5697,rfid,lemon,2025-04-05 14:51:11.250
5698,rfid,lemon,2025-04-05 14:51:11.365
5699,rfid,lemon,2025-04-05 14:51:11.491
5700,rfid,lemon,2025-04-05 14:51:11.609
5701,rfid,lemon,2025-04-05 14:51:11.926
5702,rfid,lemon,2025-04-05 14:51:12.043
5703,rfid,lemon,2025-04-05 14:51:12.267
5704,rfid,lemon,2025-04-05 14:51:12.385
5705,rfid,lemon,2025-04-05 14:51:12.511
5706,rfid,lemon,2025-04-05 14:51:12.626
5707,rfid,lemon,2025-04-05 14:51:12.743
5708,rfid,lemon,2025-04-05 14:51:12.859
5709,innerIR,-,2025-04-05 14:52:47.918
5710,outerIR,-,2025-04-05 14:52:48.042
5711,innerIR,-,2025-04-05 14:52:49.063
5712,outerIR,-,2025-04-05 14:57:48.670
5713,outerIR,-,2025-04-05 14:57:50.203
5714,innerIR,-,2025-04-05 14:57:50.718
5715,rfid,lemon,2025-04-05 14:57:50.738
5716,rfid,lemon,2025-04-05 14:57:50.862
5717,rfid,lemon,2025-04-05 14:57:50.981
5718,rfid,lemon,2025-04-05 14:57:51.303
5719,rfid,lemon,2025-04-05 14:57:51.422
5720,rfid,lemon,2025-04-05 14:57:51.542
5721,rfid,lemon,2025-04-05 14:57:51.762
5722,rfid,lemon,2025-04-05 14:57:51.981
5723,rfid,lemon,2025-04-05 14:57:52.096
5724,rfid,lemon,2025-04-05 14:57:52.311
5725,rfid,lemon,2025-04-05 14:57:52.430
5726,rfid,lemon,2025-04-05 14:57:52.547
5727,rfid,lemon,2025-04-05 14:57:52.663
5728,rfid,lemon,2025-04-05 14:57:52.778
5729,rfid,lemon,2025-04-05 14:57:52.908
5730,rfid,lemon,2025-04-05 14:57:53.227
5731,rfid,lemon,2025-04-05 14:57:53.442
5732,rfid,lemon,2025-04-05 14:57:53.561
5733,rfid,lemon,2025-04-05 14:57:53.676
5734,rfid,lemon,2025-04-05 14:57:53.794
5735,rfid,lemon,2025-04-05 14:57:53.912
5736,rfid,lemon,2025-04-05 14:57:54.032
5737,rfid,lemon,2025-04-05 14:57:54.248
5738,rfid,lemon,2025-04-05 14:57:54.369
5739,rfid,lemon,2025-04-05 14:57:54.490
5740,rfid,lemon,2025-04-05 14:57:54.606
5741,rfid,lemon,2025-04-05 14:57:54.824
5742,rfid,lemon,2025-04-05 14:57:54.949
5743,rfid,lemon,2025-04-05 14:57:55.071
5744,rfid,lemon,2025-04-05 14:57:55.187
5745,rfid,lemon,2025-04-05 14:57:55.408
5746,rfid,lemon,2025-04-05 14:57:55.723
5747,rfid,lemon,2025-04-05 14:57:55.942
5748,rfid,lemon,2025-04-05 14:57:56.156
5749,rfid,lemon,2025-04-05 14:57:56.277
5750,rfid,lemon,2025-04-05 14:57:56.392
5751,rfid,lemon,2025-04-05 14:57:56.509
5752,rfid,lemon,2025-04-05 14:57:56.623
5753,rfid,lemon,2025-04-05 14:57:56.841
5754,rfid,lemon,2025-04-05 14:57:56.958
5755,rfid,lemon,2025-04-05 14:57:57.076
5756,rfid,lemon,2025-04-05 14:57:57.193
5757,rfid,lemon,2025-04-05 14:57:57.417
5758,rfid,lemon,2025-04-05 14:57:57.535
5759,outerIR,-,2025-04-05 14:58:08.573
5760,innerIR,-,2025-04-05 14:58:08.995
5761,rfid,lemon,2025-04-05 14:58:09.069
5762,rfid,lemon,2025-04-05 14:58:09.192
5763,rfid,lemon,2025-04-05 14:58:09.412
5764,rfid,lemon,2025-04-05 14:58:09.631
5765,rfid,lemon,2025-04-05 14:58:09.848
5766,rfid,lemon,2025-04-05 14:58:09.968
5767,rfid,lemon,2025-04-05 14:58:10.087
5768,rfid,lemon,2025-04-05 14:58:10.210
5769,rfid,lemon,2025-04-05 14:58:10.331
5770,rfid,lemon,2025-04-05 14:58:10.446
5771,rfid,lemon,2025-04-05 14:58:10.876
5772,rfid,lemon,2025-04-05 14:58:10.992
5773,outerIR,-,2025-04-05 14:58:11.620
5774,innerIR,-,2025-04-05 14:58:11.938
5775,innerIR,-,2025-04-05 14:58:12.156
5776,innerIR,-,2025-04-05 14:58:12.870
5777,outerIR,-,2025-04-05 14:58:13.084
5778,innerIR,-,2025-04-05 14:58:14.400
5779,outerIR,-,2025-04-05 14:58:14.614
5780,rfid,lemon,2025-04-05 14:58:14.717
5781,rfid,lemon,2025-04-05 14:58:14.836
5782,innerIR,-,2025-04-05 14:58:16.039
5783,outerIR,-,2025-04-05 15:01:44.070
5784,rfid,lemon,2025-04-05 15:01:44.774
5785,innerIR,-,2025-04-05 15:01:44.793
5786,rfid,lemon,2025-04-05 15:01:44.895
5787,rfid,lemon,2025-04-05 15:01:45.014
5788,rfid,lemon,2025-04-05 15:01:45.134
5789,rfid,lemon,2025-04-05 15:01:45.251
5790,rfid,lemon,2025-04-05 15:01:45.369
5791,rfid,lemon,2025-04-05 15:01:45.488
5792,rfid,lemon,2025-04-05 15:01:45.611
5793,rfid,lemon,2025-04-05 15:01:45.729
5794,rfid,lemon,2025-04-05 15:01:45.848
5795,rfid,lemon,2025-04-05 15:01:45.969
5796,rfid,lemon,2025-04-05 15:01:46.184
5797,rfid,lemon,2025-04-05 15:01:46.399
5798,rfid,lemon,2025-04-05 15:01:46.516
5799,rfid,lemon,2025-04-05 15:01:46.631
5800,rfid,lemon,2025-04-05 15:01:46.749
5801,rfid,lemon,2025-04-05 15:01:46.867
5802,rfid,lemon,2025-04-05 15:01:46.989
5803,rfid,lemon,2025-04-05 15:01:47.105
5804,innerIR,-,2025-04-05 15:01:47.717
5805,outerIR,-,2025-04-05 15:21:02.399
5806,outerIR,-,2025-04-05 15:21:05.031
5807,rfid,lychee,2025-04-05 15:21:05.434
5808,innerIR,-,2025-04-05 15:21:05.451
5809,rfid,lychee,2025-04-05 15:21:05.558
5810,outerIR,-,2025-04-05 15:21:12.383
5811,innerIR,-,2025-04-05 15:24:07.938
5812,outerIR,-,2025-04-05 15:24:08.162
5813,rfid,lemon,2025-04-05 15:24:08.242
5814,rfid,lemon,2025-04-05 15:24:08.362
5815,outerIR,-,2025-04-05 15:29:02.863
5816,rfid,lemon,2025-04-05 15:29:03.469
5817,innerIR,-,2025-04-05 15:29:03.492
5818,rfid,lemon,2025-04-05 15:29:03.591
5819,rfid,lemon,2025-04-05 15:29:03.810
5820,rfid,lemon,2025-04-05 15:29:04.030
5821,rfid,lemon,2025-04-05 15:29:04.147
5822,rfid,lemon,2025-04-05 15:29:04.270
5823,rfid,lemon,2025-04-05 15:29:04.391
5824,rfid,lemon,2025-04-05 15:29:04.613
5825,rfid,lemon,2025-04-05 15:29:04.730
5826,rfid,lemon,2025-04-05 15:29:04.846
5827,rfid,lemon,2025-04-05 15:29:05.067
5828,rfid,lemon,2025-04-05 15:29:05.190
5829,rfid,lemon,2025-04-05 15:29:05.313
5830,rfid,lemon,2025-04-05 15:29:05.628
5831,rfid,lemon,2025-04-05 15:29:05.747
5832,rfid,lemon,2025-04-05 15:29:05.963
5833,rfid,lemon,2025-04-05 15:29:06.078
5834,rfid,lemon,2025-04-05 15:29:06.398
5835,rfid,lemon,2025-04-05 15:29:06.517
5836,rfid,lemon,2025-04-05 15:29:06.637
5837,rfid,lemon,2025-04-05 15:29:06.757
5838,rfid,lemon,2025-04-05 15:29:06.877
5839,rfid,lemon,2025-04-05 15:29:06.995
5840,rfid,lemon,2025-04-05 15:29:07.114
5841,rfid,lemon,2025-04-05 15:29:07.236
5842,rfid,lemon,2025-04-05 15:29:07.456
5843,rfid,lemon,2025-04-05 15:29:07.569
5844,rfid,lemon,2025-04-05 15:29:07.689
5845,rfid,lemon,2025-04-05 15:29:07.803
5846,rfid,lemon,2025-04-05 15:29:08.017
5847,rfid,lemon,2025-04-05 15:29:08.132
5848,rfid,lemon,2025-04-05 15:29:08.455
5849,rfid,lemon,2025-04-05 15:29:08.572
5850,rfid,lemon,2025-04-05 15:29:08.689
5851,rfid,lemon,2025-04-05 15:29:08.806
5852,rfid,lemon,2025-04-05 15:29:09.024
5853,rfid,lemon,2025-04-05 15:29:09.140
5854,rfid,lemon,2025-04-05 15:29:09.257
5855,rfid,lemon,2025-04-05 15:29:09.373
5856,rfid,lemon,2025-04-05 15:29:09.496
5857,rfid,lemon,2025-04-05 15:29:09.612
5858,rfid,lemon,2025-04-05 15:29:09.735
5859,rfid,lemon,2025-04-05 15:29:09.849
5860,outerIR,-,2025-04-05 15:29:15.035
5861,innerIR,-,2025-04-05 15:29:15.657
5862,rfid,lemon,2025-04-05 15:29:15.674
5863,rfid,lemon,2025-04-05 15:29:15.791
5864,rfid,lemon,2025-04-05 15:29:15.910
5865,rfid,lemon,2025-04-05 15:29:16.128
5866,rfid,lemon,2025-04-05 15:29:16.346
5867,rfid,lemon,2025-04-05 15:29:16.567
5868,rfid,lemon,2025-04-05 15:29:16.685
5869,rfid,lemon,2025-04-05 15:29:17.007
5870,rfid,lemon,2025-04-05 15:29:17.223
5871,rfid,lemon,2025-04-05 15:29:17.339
5872,rfid,lemon,2025-04-05 15:29:17.458
5873,rfid,lemon,2025-04-05 15:29:17.678
5874,rfid,lemon,2025-04-05 15:29:17.796
5875,rfid,lemon,2025-04-05 15:29:17.912
5876,rfid,lemon,2025-04-05 15:29:18.035
5877,rfid,lemon,2025-04-05 15:29:18.149
5878,rfid,lemon,2025-04-05 15:29:18.267
5879,rfid,lemon,2025-04-05 15:29:18.382
5880,rfid,lemon,2025-04-05 15:29:18.504
5881,rfid,lemon,2025-04-05 15:29:18.622
5882,rfid,lemon,2025-04-05 15:29:18.741
5883,outerIR,-,2025-04-05 15:29:19.285
5884,innerIR,-,2025-04-05 15:29:19.398
5885,innerIR,-,2025-04-05 15:36:08.910
5886,outerIR,-,2025-04-05 15:36:09.136
5887,rfid,wolverine,2025-04-05 15:36:09.301
5888,innerIR,-,2025-04-05 15:36:10.055
5889,innerIR,-,2025-04-05 15:36:11.271
5890,innerIR,-,2025-04-05 15:36:18.805
5891,outerIR,-,2025-04-05 15:36:19.127
5892,rfid,lemon,2025-04-05 15:36:19.337
5893,rfid,lemon,2025-04-05 15:36:19.457
5894,rfid,lemon,2025-04-05 15:36:19.576
5895,innerIR,-,2025-04-05 15:36:20.046
5896,innerIR,-,2025-04-05 15:36:23.265
5897,outerIR,-,2025-04-05 15:36:23.484
5898,innerIR,-,2025-04-05 15:36:43.641
5899,outerIR,-,2025-04-05 15:36:43.861
5900,innerIR,-,2025-04-05 15:36:44.581
5901,outerIR,-,2025-04-05 15:58:22.457
5902,innerIR,-,2025-04-05 15:58:22.584
5903,rfid,lychee,2025-04-05 15:58:22.681
5904,innerIR,-,2025-04-05 15:58:23.102
5905,outerIR,-,2025-04-05 16:09:41.038
5906,innerIR,-,2025-04-05 16:09:41.861
5907,rfid,lemon,2025-04-05 16:09:41.942
5908,rfid,lemon,2025-04-05 16:09:42.161
5909,rfid,lemon,2025-04-05 16:09:42.276
5910,rfid,lemon,2025-04-05 16:09:42.395
5911,rfid,lemon,2025-04-05 16:09:42.514
5912,rfid,lemon,2025-04-05 16:09:42.733
5913,rfid,lemon,2025-04-05 16:09:42.852
5914,rfid,lemon,2025-04-05 16:09:43.074
5915,rfid,lemon,2025-04-05 16:09:43.290
5916,rfid,lemon,2025-04-05 16:09:43.606
5917,rfid,lemon,2025-04-05 16:09:43.721
5918,rfid,lemon,2025-04-05 16:09:43.843
5919,rfid,lemon,2025-04-05 16:09:44.061
5920,rfid,lemon,2025-04-05 16:09:44.178
5921,rfid,lemon,2025-04-05 16:09:44.494
5922,rfid,lemon,2025-04-05 16:09:44.611
5923,rfid,lemon,2025-04-05 16:09:44.732
5924,rfid,lemon,2025-04-05 16:09:44.851
5925,rfid,lemon,2025-04-05 16:09:44.969
5926,rfid,lemon,2025-04-05 16:09:45.105
5927,rfid,lemon,2025-04-05 16:09:45.326
5928,rfid,lemon,2025-04-05 16:09:45.443
5929,rfid,lemon,2025-04-05 16:09:45.561
5930,rfid,lemon,2025-04-05 16:09:46.077
5931,rfid,lemon,2025-04-05 16:09:46.203
5932,rfid,lemon,2025-04-05 16:09:46.323
5933,rfid,lemon,2025-04-05 16:09:46.442
5934,rfid,lemon,2025-04-05 16:09:46.658
5935,rfid,lemon,2025-04-05 16:09:46.773
5936,rfid,lemon,2025-04-05 16:09:46.891
5937,rfid,lemon,2025-04-05 16:09:47.008
5938,rfid,lemon,2025-04-05 16:09:47.128
5939,rfid,lemon,2025-04-05 16:09:47.242
5940,rfid,lemon,2025-04-05 16:09:47.365
5941,rfid,lemon,2025-04-05 16:09:47.489
5942,rfid,lemon,2025-04-05 16:09:47.604
5943,rfid,lemon,2025-04-05 16:09:47.722
5944,rfid,lemon,2025-04-05 16:09:47.895
5945,rfid,lemon,2025-04-05 16:09:48.012
5946,rfid,lemon,2025-04-05 16:09:48.129
5947,rfid,lemon,2025-04-05 16:09:48.255
5948,rfid,lemon,2025-04-05 16:09:48.378
5949,rfid,lemon,2025-04-05 16:09:48.498
5950,rfid,lemon,2025-04-05 16:09:48.614
5951,rfid,lemon,2025-04-05 16:09:48.732
5952,rfid,lemon,2025-04-05 16:09:48.846
5953,rfid,lemon,2025-04-05 16:09:49.064
5954,rfid,lemon,2025-04-05 16:09:49.179
5955,rfid,lemon,2025-04-05 16:09:49.295
5956,rfid,lemon,2025-04-05 16:09:49.420
5957,rfid,lemon,2025-04-05 16:09:49.545
5958,rfid,lemon,2025-04-05 16:09:49.660
5959,rfid,lemon,2025-04-05 16:09:49.779
5960,rfid,lemon,2025-04-05 16:09:49.998
5961,rfid,lemon,2025-04-05 16:09:50.216
5962,rfid,lemon,2025-04-05 16:09:50.337
5963,rfid,lemon,2025-04-05 16:09:50.666
5964,rfid,lemon,2025-04-05 16:09:50.782
5965,rfid,lemon,2025-04-05 16:09:50.899
5966,rfid,lemon,2025-04-05 16:09:51.423
5967,rfid,lemon,2025-04-05 16:09:51.575
5968,rfid,lemon,2025-04-05 16:09:51.793
5969,rfid,lemon,2025-04-05 16:09:52.010
5970,rfid,lemon,2025-04-05 16:09:52.527
5971,rfid,lemon,2025-04-05 16:09:52.645
5972,rfid,lemon,2025-04-05 16:09:52.762
5973,rfid,lemon,2025-04-05 16:09:52.983
5974,rfid,lemon,2025-04-05 16:09:53.201
5975,rfid,lemon,2025-04-05 16:09:53.321
5976,rfid,lemon,2025-04-05 16:09:53.439
5977,rfid,lemon,2025-04-05 16:09:53.657
5978,rfid,lemon,2025-04-05 16:09:53.877
5979,rfid,lemon,2025-04-05 16:09:53.994
5980,rfid,lemon,2025-04-05 16:09:54.113
5981,rfid,lemon,2025-04-05 16:09:54.333
5982,rfid,lemon,2025-04-05 16:09:54.450
5983,rfid,lemon,2025-04-05 16:09:54.867
5984,rfid,lemon,2025-04-05 16:09:54.985
5985,rfid,lemon,2025-04-05 16:09:55.203
5986,rfid,lemon,2025-04-05 16:09:55.421
5987,rfid,lemon,2025-04-05 16:09:55.539
5988,rfid,lemon,2025-04-05 16:09:55.658
5989,rfid,lemon,2025-04-05 16:09:55.779
5990,rfid,lemon,2025-04-05 16:09:55.897
5991,rfid,lemon,2025-04-05 16:09:56.215
5992,rfid,lemon,2025-04-05 16:09:56.435
5993,rfid,lemon,2025-04-05 16:09:56.553
5994,rfid,lemon,2025-04-05 16:09:56.672
5995,rfid,lemon,2025-04-05 16:09:56.792
5996,rfid,lemon,2025-04-05 16:09:56.910
5997,rfid,lemon,2025-04-05 16:09:57.031
5998,rfid,lemon,2025-04-05 16:09:57.150
5999,rfid,lemon,2025-04-05 16:09:57.369
6000,rfid,lemon,2025-04-05 16:09:57.487
6001,rfid,lemon,2025-04-05 16:09:57.607
6002,rfid,lemon,2025-04-05 16:09:57.725
6003,rfid,lemon,2025-04-05 16:09:57.842
6004,rfid,lemon,2025-04-05 16:09:58.230
6005,rfid,lemon,2025-04-05 16:09:58.348
6006,rfid,lemon,2025-04-05 16:09:58.466
6007,rfid,lemon,2025-04-05 16:09:58.584
6008,rfid,lemon,2025-04-05 16:09:58.701
6009,rfid,lemon,2025-04-05 16:09:58.818
6010,rfid,lemon,2025-04-05 16:09:58.938
6011,rfid,lemon,2025-04-05 16:09:59.162
6012,rfid,lemon,2025-04-05 16:09:59.280
6013,rfid,lemon,2025-04-05 16:09:59.403
6014,rfid,lemon,2025-04-05 16:09:59.520
6015,rfid,lemon,2025-04-05 16:09:59.637
6016,rfid,lemon,2025-04-05 16:09:59.756
6017,rfid,lemon,2025-04-05 16:09:59.976
6018,rfid,lemon,2025-04-05 16:10:00.094
6019,rfid,lemon,2025-04-05 16:10:00.211
6020,rfid,lemon,2025-04-05 16:10:00.330
6021,rfid,lemon,2025-04-05 16:10:00.451
6022,rfid,lemon,2025-04-05 16:10:00.868
6023,rfid,lemon,2025-04-05 16:10:01.087
6024,rfid,lemon,2025-04-05 16:10:01.305
6025,rfid,lemon,2025-04-05 16:10:01.522
6026,rfid,lemon,2025-04-05 16:10:01.738
6027,rfid,lemon,2025-04-05 16:10:01.862
6028,rfid,lemon,2025-04-05 16:10:01.981
6029,rfid,lemon,2025-04-05 16:10:02.097
6030,rfid,lemon,2025-04-05 16:10:02.224
6031,rfid,lemon,2025-04-05 16:10:02.344
6032,rfid,lemon,2025-04-05 16:10:02.465
6033,rfid,lemon,2025-04-05 16:10:02.687
6034,rfid,lemon,2025-04-05 16:10:02.803
6035,rfid,lemon,2025-04-05 16:10:02.919
6036,rfid,lemon,2025-04-05 16:10:03.039
6037,rfid,lemon,2025-04-05 16:10:03.155
6038,rfid,lemon,2025-04-05 16:10:03.271
6039,rfid,lemon,2025-04-05 16:10:03.387
6040,rfid,lemon,2025-04-05 16:10:03.606
6041,rfid,lemon,2025-04-05 16:10:03.823
6042,rfid,lemon,2025-04-05 16:10:04.141
6043,rfid,lemon,2025-04-05 16:10:04.464
6044,rfid,lemon,2025-04-05 16:10:04.584
6045,rfid,lemon,2025-04-05 16:10:04.705
6046,rfid,lemon,2025-04-05 16:10:04.822
6047,rfid,lemon,2025-04-05 16:10:04.944
6048,rfid,lemon,2025-04-05 16:10:05.062
6049,rfid,lemon,2025-04-05 16:10:05.189
6050,rfid,lemon,2025-04-05 16:10:05.405
6051,rfid,lemon,2025-04-05 16:10:05.625
6052,rfid,lemon,2025-04-05 16:10:05.742
6053,rfid,lemon,2025-04-05 16:10:05.865
6054,rfid,lemon,2025-04-05 16:10:05.995
6055,rfid,lemon,2025-04-05 16:10:06.316
6056,rfid,lemon,2025-04-05 16:10:06.437
6057,rfid,lemon,2025-04-05 16:10:06.561
6058,rfid,lemon,2025-04-05 16:10:06.694
6059,rfid,lemon,2025-04-05 16:10:06.914
6060,rfid,lemon,2025-04-05 16:10:07.039
6061,rfid,lemon,2025-04-05 16:10:07.256
6062,rfid,lemon,2025-04-05 16:10:07.374
6063,rfid,lemon,2025-04-05 16:10:07.493
6064,rfid,lemon,2025-04-05 16:10:08.010
6065,rfid,lemon,2025-04-05 16:10:08.226
6066,rfid,lemon,2025-04-05 16:10:08.546
6067,rfid,lemon,2025-04-05 16:10:08.666
6068,rfid,lemon,2025-04-05 16:10:08.789
6069,rfid,lemon,2025-04-05 16:10:08.910
6070,rfid,lemon,2025-04-05 16:10:09.209
6071,rfid,lemon,2025-04-05 16:10:09.329
6072,rfid,lemon,2025-04-05 16:10:09.449
6073,rfid,lemon,2025-04-05 16:10:09.670
6074,rfid,lemon,2025-04-05 16:10:09.789
6075,rfid,lemon,2025-04-05 16:10:09.910
6076,rfid,lemon,2025-04-05 16:10:10.027
6077,rfid,lemon,2025-04-05 16:10:10.149
6078,rfid,lemon,2025-04-05 16:10:10.270
6079,rfid,lemon,2025-04-05 16:10:10.387
6080,rfid,lemon,2025-04-05 16:10:10.507
6081,rfid,lemon,2025-04-05 16:10:10.625
6082,rfid,lemon,2025-04-05 16:10:10.753
6083,rfid,lemon,2025-04-05 16:10:10.875
6084,rfid,lemon,2025-04-05 16:10:10.997
6085,rfid,lemon,2025-04-05 16:10:11.115
6086,rfid,lemon,2025-04-05 16:10:11.239
6087,rfid,lemon,2025-04-05 16:10:11.357
6088,rfid,lemon,2025-04-05 16:10:11.475
6089,rfid,lemon,2025-04-05 16:10:11.597
6090,rfid,lemon,2025-04-05 16:10:11.713
6091,rfid,lemon,2025-04-05 16:10:11.832
6092,rfid,lemon,2025-04-05 16:10:11.951
6093,rfid,lemon,2025-04-05 16:10:12.068
6094,rfid,lemon,2025-04-05 16:10:12.184
6095,innerIR,-,2025-04-05 16:25:39.875
6096,rfid,lychee,2025-04-05 16:25:40.218
6097,outerIR,-,2025-04-05 16:25:40.299
6098,rfid,lychee,2025-04-05 16:25:40.338
6099,rfid,lychee,2025-04-05 16:25:40.557
6100,innerIR,-,2025-04-05 16:25:41.222
6101,innerIR,-,2025-04-05 16:25:44.849
6102,innerIR,-,2025-04-05 16:25:48.980
6103,innerIR,-,2025-04-05 16:25:49.203
6104,outerIR,-,2025-04-05 16:25:49.727
6105,outerIR,-,2025-04-05 16:29:08.237
6106,innerIR,-,2025-04-05 16:29:08.661
6107,innerIR,-,2025-04-05 16:29:10.783
6108,outerIR,-,2025-04-05 16:29:12.206
6109,innerIR,-,2025-04-05 16:29:12.427
6110,innerIR,-,2025-04-05 16:29:13.344
6111,outerIR,-,2025-04-05 16:29:23.679
6112,innerIR,-,2025-04-05 16:29:24.101
6113,rfid,lemon,2025-04-05 16:29:24.165
6114,rfid,lemon,2025-04-05 16:29:24.484
6115,rfid,lemon,2025-04-05 16:29:24.602
6116,rfid,lemon,2025-04-05 16:29:24.724
6117,rfid,lemon,2025-04-05 16:29:24.939
6118,rfid,lemon,2025-04-05 16:29:25.058
6119,rfid,lemon,2025-04-05 16:29:25.182
6120,rfid,lemon,2025-04-05 16:29:25.398
6121,rfid,lemon,2025-04-05 16:29:25.513
6122,rfid,lemon,2025-04-05 16:29:25.834
6123,rfid,lemon,2025-04-05 16:29:25.952
6124,rfid,lemon,2025-04-05 16:29:26.075
6125,rfid,lemon,2025-04-05 16:29:26.192
6126,rfid,lemon,2025-04-05 16:29:26.411
6127,rfid,lemon,2025-04-05 16:29:26.528
6128,rfid,lemon,2025-04-05 16:29:26.746
6129,rfid,lemon,2025-04-05 16:29:27.463
6130,rfid,lemon,2025-04-05 16:29:27.578
6131,rfid,lemon,2025-04-05 16:29:27.896
6132,rfid,lemon,2025-04-05 16:29:28.012
6133,rfid,lemon,2025-04-05 16:29:28.131
6134,rfid,lemon,2025-04-05 16:29:28.255
6135,rfid,lemon,2025-04-05 16:29:28.374
6136,rfid,lemon,2025-04-05 16:29:28.492
6137,rfid,lemon,2025-04-05 16:29:28.715
6138,rfid,lemon,2025-04-05 16:29:28.931
6139,rfid,lemon,2025-04-05 16:29:29.153
6140,rfid,lemon,2025-04-05 16:29:29.471
6141,rfid,lemon,2025-04-05 16:29:29.689
6142,rfid,lemon,2025-04-05 16:29:29.905
6143,rfid,lemon,2025-04-05 16:29:30.120
6144,rfid,lemon,2025-04-05 16:29:30.436
6145,rfid,lemon,2025-04-05 16:29:30.554
6146,rfid,lemon,2025-04-05 16:29:30.669
6147,rfid,lemon,2025-04-05 16:29:30.788
6148,rfid,lemon,2025-04-05 16:29:31.104
6149,rfid,lemon,2025-04-05 16:29:31.224
6150,rfid,lemon,2025-04-05 16:29:31.340
6151,rfid,lemon,2025-04-05 16:29:31.459
6152,rfid,lemon,2025-04-05 16:29:31.582
6153,rfid,lemon,2025-04-05 16:29:31.798
6154,rfid,lemon,2025-04-05 16:29:32.013
6155,rfid,lemon,2025-04-05 16:29:32.129
6156,rfid,lemon,2025-04-05 16:29:32.253
6157,rfid,lemon,2025-04-05 16:29:32.372
6158,rfid,lemon,2025-04-05 16:29:32.488
6159,rfid,lemon,2025-04-05 16:29:32.809
6160,rfid,lemon,2025-04-05 16:29:33.027
6161,innerIR,-,2025-04-05 16:29:34.344
6162,innerIR,-,2025-04-05 16:29:34.859
6163,outerIR,-,2025-04-05 16:29:35.778
6164,outerIR,-,2025-04-05 16:30:05.949
6165,innerIR,-,2025-04-05 16:30:07.178
6166,rfid,lemon,2025-04-05 16:30:07.197
6167,rfid,lemon,2025-04-05 16:30:07.315
6168,rfid,lemon,2025-04-05 16:30:07.434
6169,rfid,lemon,2025-04-05 16:30:07.553
6170,rfid,lemon,2025-04-05 16:30:07.681
6171,rfid,lemon,2025-04-05 16:30:07.800
6172,rfid,lemon,2025-04-05 16:30:08.021
6173,rfid,lemon,2025-04-05 16:30:08.141
6174,rfid,lemon,2025-04-05 16:30:08.261
6175,rfid,lemon,2025-04-05 16:30:08.677
6176,rfid,lemon,2025-04-05 16:30:08.794
6177,rfid,lemon,2025-04-05 16:30:08.913
6178,rfid,lemon,2025-04-05 16:30:09.029
6179,rfid,lemon,2025-04-05 16:30:09.148
6180,rfid,lemon,2025-04-05 16:30:09.265
6181,rfid,lemon,2025-04-05 16:30:09.380
6182,rfid,lemon,2025-04-05 16:30:09.596
6183,rfid,lemon,2025-04-05 16:30:09.715
6184,rfid,lemon,2025-04-05 16:30:09.838
6185,rfid,lemon,2025-04-05 16:30:10.056
6186,rfid,lemon,2025-04-05 16:30:10.175
6187,rfid,lemon,2025-04-05 16:30:10.298
6188,rfid,lemon,2025-04-05 16:30:10.413
6189,rfid,lemon,2025-04-05 16:30:10.534
6190,rfid,lemon,2025-04-05 16:30:10.658
6191,rfid,lemon,2025-04-05 16:30:10.774
6192,rfid,lemon,2025-04-05 16:30:10.889
